parameter,value,CV
V_pop,0.544403640760882,
k_pop,1.24729954529603,
k12_pop,1.39048025098715,
k21_pop,0.153632558887426,
Cc_baseline_pop,28.8904098400382,
omega_V,0.415696756836603,43.4318851629415
omega_k,0.260647142646793,26.5137333935273
omega_k12,0.918508347072493,115.102336889192
omega_k21,0.950677117104899,121.199638634757
omega_Cc_baseline,0.728967097639043,83.7436935251029
a,0.0424327445851312,
b,0.53219299706429,
